"SYMBOL 
","OPEN 
","HIGH 
","LOW 
","PREV. CLOSE 
","LTP 
","CHNG 
","%CHNG 
","VOLUME 
(shares)","VALUE 
 (₹ Crores)","52W H 
","52W L 
","30 D   %CHNG 
","365 D % CHNG 
 07-Jul-2023"
"FDC","520.00","520.10","501.70","515.30","506.30","-9.00","-1.75","2,38,682","12.15","521.65","321.05","16.33","52.10"
"GAEL","140.95","141.79","136.70","140.61","138.15","-2.46","-1.75","11,99,576","16.59","210.60","117.85","-7.92","-41.66"
"APTUS","340.00","342.20","333.05","340.05","334.00","-6.05","-1.78","2,90,472","9.76","392.00","246.85","6.85","36.07"
"TV18BRDCST","45.10","45.58","43.94","44.88","44.05","-0.83","-1.85","56,87,113","25.33","68.70","38.00","4.01","15.52"
"AARTIIND","721.90","725.75","703.80","721.90","708.10","-13.80","-1.91","8,16,240","58.02","769.25","438.00","13.77","52.91"
"RHIM","629.95","633.55","612.25","627.20","615.00","-12.20","-1.95","2,86,898","17.75","824.00","504.25","-7.05","1.15"
"NATCOPHARM","1,234.00","1,236.00","1,189.20","1,223.90","1,200.00","-23.90","-1.95","7,09,763","85.96","1,259.45","667.80","13.07","79.63"
"MGL","1,700.25","1,708.05","1,641.55","1,699.40","1,666.00","-33.40","-1.97","4,77,986","79.66","1,858.35","970.55","23.05","52.87"
"ACE","1,497.45","1,498.00","1,456.00","1,492.30","1,462.45","-29.85","-2.00","3,13,353","45.93","1,695.00","510.00","2.05","151.00"
"GRAPHITE","573.00","576.50","558.05","571.65","560.20","-11.45","-2.00","7,53,451","42.62","709.40","392.90","0.81","41.01"
"MMTC","85.21","87.00","83.10","85.21","83.50","-1.71","-2.01","66,44,255","56.38","101.90","32.00","21.47","162.59"
"MHRIL","454.00","455.05","437.05","450.35","441.30","-9.05","-2.01","1,93,775","8.59","505.00","294.85","11.85","50.22"
"BALAMINES","2,399.95","2,400.00","2,322.00","2,377.85","2,330.00","-47.85","-2.01","55,530","13.02","2,735.00","1,960.00","10.41","3.40"
"RKFORGE","995.45","997.85","942.00","984.15","964.10","-20.05","-2.04","17,61,890","171.48","998.45","436.00","38.34","120.24"
"SUVENPHAR","812.50","817.85","789.10","813.60","796.95","-16.65","-2.05","91,563","7.31","839.95","477.65","25.50","68.52"
"CEATLTD","2,692.85","2,702.40","2,630.00","2,693.60","2,638.00","-55.60","-2.06","1,25,107","33.30","2,998.45","2,056.35","9.67","11.63"
"CENTURYPLY","742.65","750.50","725.00","742.65","727.30","-15.35","-2.07","92,423","6.79","849.50","594.00","7.77","12.60"
"FIVESTAR","800.00","804.15","768.40","799.10","782.50","-16.60","-2.08","3,18,531","24.85","876.55","600.05","1.01","20.18"
"CENTURYTEX","2,279.00","2,307.95","2,212.05","2,280.60","2,232.00","-48.60","-2.13","1,73,683","39.02","2,420.00","884.20","7.53","148.55"
"RTNINDIA","81.83","82.34","79.80","81.84","80.08","-1.76","-2.15","27,94,336","22.62","94.85","39.15","7.19","104.86"
"CAPLIPOINT","1,463.00","1,463.00","1,409.90","1,456.20","1,424.00","-32.20","-2.21","1,18,649","16.90","1,619.05","785.00","6.64","85.21"
"GLS","907.95","914.95","880.05","908.35","888.00","-20.35","-2.24","81,068","7.27","972.00","564.30","4.68","50.83"
"MAPMYINDIA","2,472.95","2,472.95","2,375.00","2,460.50","2,405.00","-55.50","-2.26","1,44,683","34.87","2,747.85","1,200.10","23.54","102.15"
"DCMSHRIRAM","1,020.00","1,024.00","983.80","1,016.40","993.00","-23.40","-2.30","59,056","5.89","1,175.00","826.30","2.80","13.72"
"HEG","2,264.60","2,292.80","2,202.00","2,264.60","2,211.55","-53.05","-2.34","2,10,730","47.35","2,743.00","1,461.90","3.86","43.10"
"MAHSEAMLES","653.35","658.00","635.15","653.35","638.00","-15.35","-2.35","5,61,386","36.00","1,097.00","450.65","0.69","39.44"
"ASTRAZEN","6,860.00","6,860.00","6,725.55","6,895.75","6,732.50","-163.25","-2.37","16,790","11.36","7,572.20","3,700.00","10.24","83.98"
"GODFRYPHLP","4,350.00","4,420.00","4,205.00","4,333.10","4,228.00","-105.10","-2.43","49,923","21.39","4,490.00","1,620.00","12.77","151.34"
"KRBL","317.00","319.70","307.80","316.95","309.10","-7.85","-2.48","15,50,979","48.49","470.90","258.15","12.63","-9.22"
"PPLPHARMA","158.00","159.50","153.52","157.99","153.90","-4.09","-2.59","28,29,342","44.15","166.70","87.50","5.33","71.92"
"BBTC","2,058.00","2,068.00","1,992.00","2,053.55","1,999.95","-53.60","-2.61","1,06,499","21.56","2,167.70","970.05","28.67","84.46"
"REDINGTON","215.69","216.00","208.10","215.44","209.80","-5.64","-2.62","16,62,376","35.16","237.55","136.20","3.18","14.05"
"IIFL","523.00","526.00","507.20","523.10","509.40","-13.70","-2.62","16,67,183","86.19","682.91","304.13","11.18","2.59"
"ASAHIINDIA","694.00","694.00","668.15","690.45","672.20","-18.25","-2.64","99,331","6.71","722.00","491.60","14.70","30.42"
"CAMPUS","294.05","295.25","283.50","294.00","286.00","-8.00","-2.72","13,39,262","38.52","338.90","213.00","1.94","-7.95"
"CRAFTSMAN","5,681.60","5,730.90","5,501.75","5,681.60","5,525.00","-156.60","-2.76","35,879","20.01","5,840.00","3,782.05","29.97","43.85"
"INDIACEM","284.55","284.55","276.05","284.60","276.75","-7.85","-2.76","26,35,006","73.49","307.90","172.55","32.80","34.85"
"BLUESTARCO","1,710.60","1,738.00","1,648.00","1,705.25","1,657.20","-48.05","-2.82","2,30,422","38.67","1,805.00","701.70","8.90","115.77"
"NUVOCO","372.95","376.00","360.85","372.95","361.95","-11.00","-2.95","4,58,620","16.77","398.00","291.30","11.34","5.70"
"ACI","747.05","749.80","721.25","747.05","724.90","-22.15","-2.96","8,75,446","64.52","837.70","494.15","21.67","39.75"
"SPARC","252.10","253.19","243.00","251.43","243.90","-7.53","-2.99","10,42,364","25.73","472.80","196.10","13.87","18.82"
"CUB","169.20","169.87","163.60","169.99","164.85","-5.14","-3.02","44,40,706","73.73","174.75","120.05","15.56","30.06"
"CSBBANK","378.80","378.80","365.10","377.60","366.00","-11.60","-3.07","2,20,609","8.15","422.25","282.50","9.45","30.88"
"BRIGADE","1,344.45","1,350.00","1,295.00","1,344.45","1,299.90","-44.55","-3.31","2,96,024","38.71","1,453.10","550.10","-3.23","141.87"
"RBLBANK","262.65","263.75","252.85","262.75","253.85","-8.90","-3.39","82,81,949","212.32","300.70","182.80","4.58","42.26"
"VTL","537.80","541.95","514.05","535.90","516.90","-19.00","-3.55","5,50,627","28.69","553.95","334.40","13.05","47.98"
"GRSE","2,716.90","2,785.45","2,581.55","2,710.65","2,605.00","-105.65","-3.90","39,72,546","1,058.46","2,833.80","562.75","100.27","370.56"
"HONASA","484.00","488.20","457.75","482.35","462.00","-20.35","-4.22","7,26,585","33.78","511.00","256.30","10.00","-"
"SCHNEIDER","924.00","930.00","874.00","921.80","880.40","-41.40","-4.49","4,02,525","35.99","980.00","268.60","23.72","230.39"
"RADICO","1,718.00","1,718.00","1,636.00","1,716.25","1,639.00","-77.25","-4.50","3,53,371","58.73","1,885.10","1,141.25","-0.11","26.65"
"VAIBHAVGBL","341.00","345.50","318.05","337.35","321.05","-16.30","-4.83","10,84,596","35.71","542.40","262.65","6.49","9.10"
"J&KBANK","112.51","112.77","105.79","112.10","106.50","-5.60","-5.00","95,19,132","102.56","152.50","66.00","-7.47","63.77"
"ELECON","1,405.00","1,409.00","1,252.35","1,376.70","1,306.80","-69.90","-5.08","21,09,062","274.33","1,409.00","626.60","24.75","113.99"
