"SYMBOL 
","OPEN 
","HIGH 
","LOW 
","PREV. CLOSE 
","LTP 
","CHNG 
","%CHNG 
","VOLUME 
(shares)","VALUE 
 (₹ Crores)","52W H 
","52W L 
","30 D   %CHNG 
","365 D % CHNG 
 07-Jul-2023"
"RITES","765.15","796.90","765.00","762.70","774.80","12.10","1.59","58,72,390","459.35","825.95","364.85","17.19","101.83"
"NAM-INDIA","652.05","675.00","652.05","658.20","667.10","8.90","1.35","11,08,576","73.95","678.30","280.35","8.34","129.74"
"NBCC","189.51","197.00","185.20","188.61","190.80","2.19","1.16","4,87,05,167","936.41","197.00","39.60","30.89","369.76"
"ITI","311.20","320.50","310.60","310.30","313.80","3.50","1.13","19,67,944","62.02","384.30","106.40","4.32","185.60"
"GLENMARK","1,338.10","1,366.95","1,335.25","1,338.15","1,351.60","13.45","1.01","9,15,961","123.73","1,366.95","661.00","12.06","94.15"
"EXIDEIND","570.00","576.40","565.10","567.95","572.20","4.25","0.75","26,84,664","153.14","620.35","241.70","7.76","129.10"
"WELSPUNLIV","152.45","153.99","150.50","151.45","152.50","1.05","0.69","15,52,132","23.69","171.25","92.80","10.35","-"
"RRKABEL","1,830.00","1,839.00","1,787.95","1,807.95","1,819.85","11.90","0.66","1,12,847","20.55","1,901.95","1,136.80","6.28","-"
"AAVAS","1,779.00","1,805.00","1,760.00","1,779.05","1,790.00","10.95","0.62","1,59,785","28.56","1,978.95","1,307.00","6.22","13.76"
"NSLNISP","57.50","58.65","57.33","57.46","57.80","0.34","0.59","71,45,046","41.36","73.70","39.15","-2.94","31.64"
"MRPL","218.60","224.35","217.80","217.96","219.00","1.04","0.48","37,29,938","82.30","289.25","80.25","6.11","148.53"
"CAMS","3,753.05","3,795.10","3,733.30","3,765.30","3,766.00","17.20","0.46","88,145","33.18","3,890.00","2,220.15","10.48","64.71"
"HSCL","405.20","408.20","401.00","403.30","405.00","1.70","0.42","8,37,718","33.95","418.50","125.50","17.84","212.76"
"RENUKA","48.25","49.39","47.50","48.09","48.29","0.20","0.42","1,76,03,014","85.18","57.25","36.55","11.84","10.05"
"AMBER","4,547.00","4,547.00","4,468.00","4,503.80","4,519.90","16.10","0.36","1,06,426","47.87","4,665.00","2,171.00","20.31","102.70"
"PNBHOUSING","802.65","803.00","782.60","792.60","795.00","2.40","0.30","18,20,880","144.20","913.70","559.00","6.18","35.92"
"HFCL","131.00","135.40","128.58","130.36","130.75","0.39","0.30","6,27,98,648","827.81","135.40","61.50","33.77","95.44"
"UJJIVANSFB","45.39","45.39","44.60","44.84","44.96","0.12","0.27","1,52,41,506","68.42","63.00","40.00","-9.60","7.79"
"NCC","338.00","344.00","334.00","335.75","336.50","0.75","0.22","39,18,478","132.48","347.60","122.90","3.51","163.64"
"NAVINFLUOR","3,665.60","3,715.80","3,621.10","3,665.60","3,672.00","6.40","0.17","1,21,947","44.64","4,724.25","2,875.95","10.10","-19.12"
"GSPL","313.05","316.00","310.45","311.60","311.95","0.35","0.11","9,92,908","30.98","406.75","254.50","10.36","8.48"
"EQUITASBNK","92.90","93.30","90.99","92.10","92.19","0.09","0.10","32,26,373","29.65","116.50","82.10","-5.30","-1.97"
"CANFINHOME","886.60","898.00","875.00","886.90","887.45","0.55","0.06","4,04,409","35.86","938.00","680.00","14.54","14.58"
"NH","1,256.35","1,257.95","1,220.00","1,249.65","1,250.00","0.35","0.03","2,82,776","35.00","1,444.90","973.40","-1.11","23.86"
"KEC","910.45","910.55","892.00","900.65","900.75","0.10","0.01","3,60,522","32.36","968.80","550.05","17.22","50.99"
"TITAGARH","1,859.00","1,861.10","1,786.05","1,828.95","1,829.00","0.05","-","15,24,335","280.01","1,896.95","482.00","51.32","263.10"
"GNFC","714.00","722.40","706.50","714.10","714.00","-0.10","-0.01","16,35,317","116.75","814.90","532.00","10.48","19.43"
"CYIENT","1,809.00","1,809.40","1,776.90","1,792.55","1,791.45","-1.10","-0.06","2,77,154","49.67","2,458.95","1,392.10","-6.87","20.98"
"INTELLECT","1,080.00","1,097.35","1,072.30","1,085.45","1,082.55","-2.90","-0.27","2,64,475","28.69","1,199.00","572.00","13.98","80.37"
"ZENSARTECH","744.50","744.60","722.60","737.20","735.00","-2.20","-0.30","9,79,753","71.82","782.50","382.40","9.51","89.93"
"ARE&M","1,704.00","1,745.00","1,655.15","1,694.65","1,689.35","-5.30","-0.31","13,34,803","226.77","1,775.95","599.00","20.95","-"
"CIEINDIA","617.95","618.95","603.90","612.15","609.90","-2.25","-0.37","4,21,030","25.57","618.95","406.80","10.64","14.87"
"TANLA","956.70","962.45","944.55","951.90","948.00","-3.90","-0.41","2,83,606","27.01","1,317.95","782.05","4.53","-7.11"
"APARINDS","8,954.00","8,962.85","8,708.00","8,861.55","8,823.00","-38.55","-0.44","84,851","74.81","8,962.85","3,303.25","9.95","154.47"
"CENTRALBK","62.18","62.45","61.60","62.18","61.90","-0.28","-0.45","49,87,770","30.88","76.90","29.60","-4.04","101.23"
"JBCHEPHARM","1,759.00","1,765.00","1,734.00","1,742.55","1,734.05","-8.50","-0.49","71,258","12.42","1,940.00","1,137.50","-3.17","-24.08"
"TRIDENT","38.39","38.45","37.90","38.19","38.00","-0.19","-0.50","74,02,639","28.17","52.90","31.60","3.08","13.49"
"PVRINOX","1,470.00","1,477.90","1,447.50","1,467.85","1,460.00","-7.85","-0.53","2,13,783","31.19","1,875.45","1,204.20","9.68","1.94"
"SONATSOFTW","638.30","645.55","617.00","636.25","632.55","-3.70","-0.58","5,99,583","37.66","870.00","469.60","8.57","-36.48"
"HAPPSTMNDS","833.80","833.80","820.00","826.65","821.75","-4.90","-0.59","5,50,059","45.26","1,020.00","741.00","-1.77","-15.75"
"CDSL","2,340.00","2,345.95","2,302.05","2,322.95","2,309.00","-13.95","-0.60","8,85,793","205.05","2,538.65","1,107.35","11.58","97.09"
"IRB","67.90","68.60","67.00","67.56","67.15","-0.41","-0.61","3,10,09,845","209.63","78.15","24.95","-12.09","155.91"
"DATAPATTNS","3,438.00","3,525.00","3,305.00","3,390.40","3,368.80","-21.60","-0.64","9,32,704","319.14","3,655.00","1,735.00","28.75","78.66"
"RAYMOND","3,290.25","3,496.00","3,185.00","3,229.50","3,208.00","-21.50","-0.67","19,45,761","648.85","3,496.00","1,487.60","30.66","84.79"
"MCX","3,998.90","4,000.00","3,900.30","3,984.30","3,955.00","-29.30","-0.74","2,57,252","101.52","4,270.00","1,512.00","9.71","149.54"
"COCHINSHIP","2,849.95","2,979.45","2,750.00","2,837.60","2,815.00","-22.60","-0.80","83,55,098","2,412.27","2,979.45","280.33","48.35","389.58"
"CASTROLIND","254.02","258.00","249.46","254.02","251.90","-2.12","-0.83","85,28,643","216.29","260.00","124.30","30.30","98.38"
"MEDANTA","1,255.00","1,292.20","1,254.00","1,266.75","1,256.15","-10.60","-0.84","3,55,268","45.09","1,513.90","655.65","3.21","83.37"
"TATAINVEST","6,560.95","6,633.00","6,500.00","6,559.40","6,501.10","-58.30","-0.89","24,951","16.28","9,756.85","2,280.00","1.82","183.70"
"BSOFT","722.50","724.00","702.00","714.70","708.00","-6.70","-0.94","24,27,072","172.35","861.85","343.60","5.39","101.49"
"TTML","76.32","76.80","75.36","76.28","75.55","-0.73","-0.96","17,63,158","13.38","109.10","65.05","2.18","3.92"
"UCOBANK","54.88","54.90","53.81","54.54","54.00","-0.54","-0.99","51,10,957","27.66","70.65","27.00","-4.23","89.38"
"KARURVYSYA","203.08","204.50","199.20","202.77","200.72","-2.05","-1.01","14,80,708","29.87","219.90","115.60","1.36","57.25"
"SHYAMMETL","725.00","725.00","708.10","720.30","712.70","-7.60","-1.06","6,15,826","44.08","745.30","343.30","15.21","103.82"
"TRITURBINE","635.00","639.45","621.85","635.00","628.15","-6.85","-1.08","2,78,145","17.52","676.10","312.00","14.49","57.08"
"ALOKINDS","28.40","28.64","27.79","28.28","27.95","-0.33","-1.17","98,76,040","27.73","39.05","14.55","8.77","71.91"
"IEX","185.00","185.49","180.36","184.35","182.00","-2.35","-1.27","87,37,011","159.48","191.20","119.00","12.75","47.01"
"IOB","63.30","63.30","62.00","62.99","62.15","-0.84","-1.33","74,81,396","46.76","83.75","25.55","-6.40","138.60"
"MANAPPURAM","209.00","209.68","205.80","209.92","207.00","-2.92","-1.39","55,20,460","114.59","214.63","122.60","17.31","62.04"
"TEJASNET","1,447.10","1,470.70","1,412.00","1,439.10","1,419.00","-20.10","-1.40","4,29,823","62.02","1,495.00","651.25","12.01","102.83"
"BLS","380.00","382.05","365.10","379.40","374.00","-5.40","-1.42","44,06,038","163.28","429.95","205.20","19.25","83.51"
"CREDITACC","1,329.05","1,336.80","1,302.50","1,329.85","1,310.70","-19.15","-1.44","2,81,268","36.96","1,796.00","1,190.10","-11.36","3.74"
"ANGELONE","2,389.90","2,389.90","2,315.25","2,363.60","2,328.95","-34.65","-1.47","4,84,620","114.26","3,896.00","1,452.00","-8.74","38.05"
"IDFC","121.30","121.72","118.75","121.30","119.49","-1.81","-1.49","30,56,337","36.62","137.00","105.00","5.39","8.94"
"PRAJIND","736.70","740.00","712.85","733.15","721.60","-11.55","-1.58","6,54,896","47.41","757.95","368.00","24.18","84.51"
"FINCABLES","1,666.50","1,683.35","1,621.00","1,666.50","1,639.95","-26.55","-1.59","1,17,478","19.36","1,700.00","804.65","13.08","102.59"
"INDIAMART","2,712.00","2,715.40","2,631.45","2,698.80","2,653.35","-45.45","-1.68","96,302","25.64","3,335.55","2,230.00","6.14","-1.71"
"AARTIIND","721.90","725.75","703.80","721.90","708.10","-13.80","-1.91","8,16,240","58.02","769.25","438.00","13.77","52.91"
"NATCOPHARM","1,234.00","1,236.00","1,189.20","1,223.90","1,200.00","-23.90","-1.95","7,09,763","85.96","1,259.45","667.80","13.07","79.63"
"MGL","1,700.25","1,708.05","1,641.55","1,699.40","1,666.00","-33.40","-1.97","4,77,986","79.66","1,858.35","970.55","23.05","52.87"
"GRAPHITE","573.00","576.50","558.05","571.65","560.20","-11.45","-2.00","7,53,451","42.62","709.40","392.90","0.81","41.01"
"RKFORGE","995.45","997.85","942.00","984.15","964.10","-20.05","-2.04","17,61,890","171.48","998.45","436.00","38.34","120.24"
"CEATLTD","2,692.85","2,702.40","2,630.00","2,693.60","2,638.00","-55.60","-2.06","1,25,107","33.30","2,998.45","2,056.35","9.67","11.63"
"FIVESTAR","800.00","804.15","768.40","799.10","782.50","-16.60","-2.08","3,18,531","24.85","876.55","600.05","1.01","20.18"
"CENTURYTEX","2,279.00","2,307.95","2,212.05","2,280.60","2,232.00","-48.60","-2.13","1,73,683","39.02","2,420.00","884.20","7.53","148.55"
"PPLPHARMA","158.00","159.50","153.52","157.99","153.90","-4.09","-2.59","28,29,342","44.15","166.70","87.50","5.33","71.92"
"REDINGTON","215.69","216.00","208.10","215.44","209.80","-5.64","-2.62","16,62,376","35.16","237.55","136.20","3.18","14.05"
"IIFL","523.00","526.00","507.20","523.10","509.40","-13.70","-2.62","16,67,183","86.19","682.91","304.13","11.18","2.59"
"BLUESTARCO","1,710.60","1,738.00","1,648.00","1,705.25","1,657.20","-48.05","-2.82","2,30,422","38.67","1,805.00","701.70","8.90","115.77"
"CUB","169.20","169.87","163.60","169.99","164.85","-5.14","-3.02","44,40,706","73.73","174.75","120.05","15.56","30.06"
"RBLBANK","262.65","263.75","252.85","262.75","253.85","-8.90","-3.39","82,81,949","212.32","300.70","182.80","4.58","42.26"
"HONASA","484.00","488.20","457.75","482.35","462.00","-20.35","-4.22","7,26,585","33.78","511.00","256.30","10.00","-"
"RADICO","1,718.00","1,718.00","1,636.00","1,716.25","1,639.00","-77.25","-4.50","3,53,371","58.73","1,885.10","1,141.25","-0.11","26.65"
"J&KBANK","112.51","112.77","105.79","112.10","106.50","-5.60","-5.00","95,19,132","102.56","152.50","66.00","-7.47","63.77"
