"SYMBOL 
","OPEN 
","HIGH 
","LOW 
","PREV. CLOSE 
","LTP 
","CHNG 
","%CHNG 
","VOLUME 
(shares)","VALUE 
 (₹ Crores)","52W H 
","52W L 
","30 D   %CHNG 
","365 D % CHNG 
 07-Jul-2023"
"CDSL","2,340.00","2,345.95","2,302.05","2,322.95","2,309.00","-13.95","-0.60","8,85,793","205.05","2,538.65","1,107.35","11.58","97.09"
"RAYMOND","3,290.25","3,496.00","3,185.00","3,229.50","3,208.00","-21.50","-0.67","19,45,761","648.85","3,496.00","1,487.60","30.66","84.79"
"MCX","3,998.90","4,000.00","3,900.30","3,984.30","3,955.00","-29.30","-0.74","2,57,252","101.52","4,270.00","1,512.00","9.71","149.54"
"CASTROLIND","254.02","258.00","249.46","254.02","251.90","-2.12","-0.83","85,28,643","216.29","260.00","124.30","30.30","98.38"
"BSOFT","722.50","724.00","702.00","714.70","708.00","-6.70","-0.94","24,27,072","172.35","861.85","343.60","5.39","101.49"
"KARURVYSYA","203.08","204.50","199.20","202.77","200.72","-2.05","-1.01","14,80,708","29.87","219.90","115.60","1.36","57.25"
"IEX","185.00","185.49","180.36","184.35","182.00","-2.35","-1.27","87,37,011","159.48","191.20","119.00","12.75","47.01"
"MANAPPURAM","209.00","209.68","205.80","209.92","207.00","-2.92","-1.39","55,20,460","114.59","214.63","122.60","17.31","62.04"
"TEJASNET","1,447.10","1,470.70","1,412.00","1,439.10","1,419.00","-20.10","-1.40","4,29,823","62.02","1,495.00","651.25","12.01","102.83"
"CREDITACC","1,329.05","1,336.80","1,302.50","1,329.85","1,310.70","-19.15","-1.44","2,81,268","36.96","1,796.00","1,190.10","-11.36","3.74"
"ANGELONE","2,389.90","2,389.90","2,315.25","2,363.60","2,328.95","-34.65","-1.47","4,84,620","114.26","3,896.00","1,452.00","-8.74","38.05"
"IDFC","121.30","121.72","118.75","121.30","119.49","-1.81","-1.49","30,56,337","36.62","137.00","105.00","5.39","8.94"
"FINCABLES","1,666.50","1,683.35","1,621.00","1,666.50","1,639.95","-26.55","-1.59","1,17,478","19.36","1,700.00","804.65","13.08","102.59"
"INDIAMART","2,712.00","2,715.40","2,631.45","2,698.80","2,653.35","-45.45","-1.68","96,302","25.64","3,335.55","2,230.00","6.14","-1.71"
"AARTIIND","721.90","725.75","703.80","721.90","708.10","-13.80","-1.91","8,16,240","58.02","769.25","438.00","13.77","52.91"
"NATCOPHARM","1,234.00","1,236.00","1,189.20","1,223.90","1,200.00","-23.90","-1.95","7,09,763","85.96","1,259.45","667.80","13.07","79.63"
"MGL","1,700.25","1,708.05","1,641.55","1,699.40","1,666.00","-33.40","-1.97","4,77,986","79.66","1,858.35","970.55","23.05","52.87"
"RKFORGE","995.45","997.85","942.00","984.15","964.10","-20.05","-2.04","17,61,890","171.48","998.45","436.00","38.34","120.24"
"FIVESTAR","800.00","804.15","768.40","799.10","782.50","-16.60","-2.08","3,18,531","24.85","876.55","600.05","1.01","20.18"
"CENTURYTEX","2,279.00","2,307.95","2,212.05","2,280.60","2,232.00","-48.60","-2.13","1,73,683","39.02","2,420.00","884.20","7.53","148.55"
"PPLPHARMA","158.00","159.50","153.52","157.99","153.90","-4.09","-2.59","28,29,342","44.15","166.70","87.50","5.33","71.92"
"IIFL","523.00","526.00","507.20","523.10","509.40","-13.70","-2.62","16,67,183","86.19","682.91","304.13","11.18","2.59"
"BLUESTARCO","1,710.60","1,738.00","1,648.00","1,705.25","1,657.20","-48.05","-2.82","2,30,422","38.67","1,805.00","701.70","8.90","115.77"
"CUB","169.20","169.87","163.60","169.99","164.85","-5.14","-3.02","44,40,706","73.73","174.75","120.05","15.56","30.06"
"RBLBANK","262.65","263.75","252.85","262.75","253.85","-8.90","-3.39","82,81,949","212.32","300.70","182.80","4.58","42.26"
"RADICO","1,718.00","1,718.00","1,636.00","1,716.25","1,639.00","-77.25","-4.50","3,53,371","58.73","1,885.10","1,141.25","-0.11","26.65"
