"SYMBOL 
","OPEN 
","HIGH 
","LOW 
","PREV. CLOSE 
","LTP 
","CHNG 
","%CHNG 
","VOLUME 
(shares)","VALUE 
 (₹ Crores)","52W H 
","52W L 
","30 D   %CHNG 
","365 D % CHNG 
 07-Jul-2023"
"UNITDSPR","1,257.00","1,279.00","1,257.00","1,254.15","1,277.30","23.15","1.85","21,22,654","269.64","1,334.85","905.20","-","-"
"COLPAL","2,920.50","2,964.95","2,906.45","2,910.50","2,954.90","44.40","1.53","2,84,372","83.71","3,069.05","1,752.25","-0.58","66.64"
"HAL","5,580.00","5,662.45","5,560.50","5,552.00","5,628.00","76.00","1.37","35,36,842","1,985.28","5,662.45","1,767.80","18.48","49.54"
"HINDUNILVR","2,560.00","2,595.00","2,536.25","2,547.00","2,581.00","34.00","1.33","28,18,809","726.73","2,769.65","2,172.05","0.36","-4.11"
"WIPRO","535.95","543.00","535.00","535.10","542.20","7.10","1.33","60,88,180","328.77","548.80","375.05","11.69","36.72"
"HCLTECH","1,528.00","1,540.00","1,506.20","1,519.40","1,537.95","18.55","1.22","29,39,620","447.10","1,697.35","1,087.05","7.12","32.46"
"MAXHEALTH","925.00","936.00","914.90","913.80","924.90","11.10","1.21","21,48,540","199.38","979.90","508.50","12.01","51.89"
"GUJGASLTD","649.00","655.55","639.00","644.40","652.00","7.60","1.18","7,12,832","46.22","663.40","397.05","10.98","37.00"
"LALPATHLAB","2,889.60","2,939.10","2,868.00","2,885.00","2,918.00","33.00","1.14","3,62,483","105.17","2,939.10","1,943.70","3.86","23.17"
"FEDERALBNK","187.10","189.30","185.27","186.19","188.30","2.11","1.13","1,74,05,153","326.76","189.30","126.45","13.94","39.15"
"TATACONSUM","1,138.00","1,164.00","1,136.00","1,137.40","1,150.00","12.60","1.11","19,58,676","225.51","1,269.00","822.00","1.33","38.11"
"NESTLEIND","2,574.15","2,620.00","2,561.45","2,574.15","2,600.00","25.85","1.00","7,24,276","188.09","2,769.30","2,145.00","4.03","-88.63"
"M&MFIN","302.20","305.35","298.00","300.50","303.50","3.00","1.00","19,16,725","57.90","345.00","237.35","7.20","-7.91"
"TATAMTRDVR","681.50","692.00","680.10","678.65","685.00","6.35","0.94","12,58,821","86.26","712.60","309.15","4.99","110.85"
"TATAMOTORS","1,005.00","1,016.60","996.20","993.65","1,002.90","9.25","0.93","1,33,12,085","1,339.01","1,065.60","588.55","3.31","62.18"
"NAUKRI","6,874.50","6,956.40","6,818.80","6,809.50","6,870.00","60.50","0.89","2,03,968","139.89","6,969.00","3,972.05","10.07","55.68"
"INFY","1,643.10","1,666.00","1,640.00","1,647.45","1,660.95","13.50","0.82","58,80,533","974.16","1,733.00","1,305.00","8.35","24.92"
"RELIANCE","3,178.00","3,217.60","3,165.05","3,177.25","3,201.50","24.25","0.76","47,50,403","1,518.14","3,217.60","2,220.30","8.91","21.58"
"GODREJPROP","3,298.00","3,325.00","3,254.80","3,281.70","3,305.35","23.65","0.72","6,79,741","223.70","3,358.05","1,495.30","15.26","109.38"
"VOLTAS","1,452.75","1,479.00","1,439.05","1,452.75","1,462.95","10.20","0.70","15,37,206","223.72","1,560.00","745.00","0.56","92.00"
"LUPIN","1,770.20","1,785.25","1,760.25","1,770.20","1,781.50","11.30","0.64","14,57,380","258.42","1,785.25","889.75","9.17","97.52"
"IGL","525.95","526.90","516.85","522.30","525.50","3.20","0.61","20,57,831","107.65","537.50","375.70","12.42","6.00"
"JSWENERGY","742.80","746.85","732.45","736.60","741.10","4.50","0.61","9,04,143","66.96","752.00","283.25","18.57","142.03"
"SJVN","143.30","147.50","142.00","142.17","142.88","0.71","0.50","3,03,88,072","438.59","170.50","44.10","7.25","198.58"
"DRREDDY","6,520.00","6,575.00","6,486.00","6,520.00","6,550.00","30.00","0.46","1,61,476","105.50","6,575.00","5,076.25","7.80","26.08"
"PAGEIND","39,590.00","39,600.00","38,850.00","39,410.35","39,590.00","179.65","0.46","32,294","126.66","42,885.00","33,070.05","2.90","7.93"
"COALINDIA","492.70","496.00","487.20","491.50","493.50","2.00","0.41","74,77,292","368.23","527.40","226.85","2.95","110.81"
"BANKINDIA","120.60","121.20","119.50","120.45","120.94","0.49","0.41","73,63,153","88.75","157.95","76.75","-0.07","51.67"
"ACC","2,670.10","2,708.25","2,661.50","2,669.50","2,680.00","10.50","0.39","3,59,425","96.48","2,844.00","1,762.65","6.96","49.21"
"SAIL","156.50","158.00","154.21","155.61","156.21","0.60","0.39","3,32,90,711","520.10","175.35","81.80","2.44","80.28"
"ADANIGREEN","1,759.95","1,765.45","1,729.00","1,754.30","1,761.00","6.70","0.38","4,90,893","85.71","2,174.10","815.55","-5.78","84.70"
"AUROPHARMA","1,305.10","1,327.70","1,285.75","1,303.55","1,308.45","4.90","0.38","14,86,444","193.57","1,327.70","720.55","3.18","75.08"
"BHARTIARTL","1,431.00","1,438.85","1,423.15","1,429.70","1,434.55","4.85","0.34","32,61,797","467.75","1,536.25","847.05","0.69","64.87"
"INDUSINDBK","1,428.00","1,441.70","1,422.80","1,434.25","1,439.00","4.75","0.33","27,72,277","398.00","1,694.50","1,345.15","-3.62","5.96"
"EICHERMOT","4,758.95","4,775.00","4,716.00","4,737.30","4,752.55","15.25","0.32","5,42,470","257.65","4,976.00","3,160.00","-0.16","49.29"
"ICICIBANK","1,228.90","1,239.50","1,216.90","1,233.40","1,237.00","3.60","0.29","66,17,190","815.79","1,242.60","899.00","10.11","30.50"
"DEEPAKNTR","2,700.00","2,726.10","2,670.05","2,687.80","2,695.00","7.20","0.27","3,81,917","102.87","2,739.00","1,900.20","18.06","30.63"
"TECHM","1,461.35","1,478.95","1,460.15","1,461.35","1,465.20","3.85","0.26","8,07,698","118.50","1,498.00","1,082.30","6.53","26.96"
"SYNGENE","730.05","735.75","723.70","731.95","733.70","1.75","0.24","9,67,842","70.67","860.25","607.65","5.25","-4.05"
"JUBLFOOD","570.00","577.00","564.10","570.55","571.90","1.35","0.24","20,15,301","115.08","586.95","421.05","10.73","16.40"
"BRITANNIA","5,555.00","5,615.95","5,534.05","5,546.80","5,556.45","9.65","0.17","1,71,210","95.40","5,725.00","4,347.70","1.92","10.17"
"BHARATFORG","1,682.95","1,693.25","1,646.25","1,672.25","1,675.10","2.85","0.17","14,98,080","249.70","1,804.50","839.00","5.74","98.60"
"DLF","832.80","839.75","828.05","832.80","834.20","1.40","0.17","12,02,880","100.34","967.60","463.05","-0.92","66.19"
"KOTAKBANK","1,854.00","1,857.25","1,835.45","1,852.70","1,855.80","3.10","0.17","38,61,203","714.13","1,987.75","1,543.85","5.67","-0.02"
"AXISBANK","1,285.00","1,297.40","1,279.60","1,287.05","1,289.00","1.95","0.15","42,16,951","542.25","1,310.00","927.15","8.51","31.86"
"LODHA","1,548.00","1,556.90","1,530.10","1,533.90","1,536.00","2.10","0.14","12,02,449","186.24","1,649.95","641.05","7.42","119.75"
"LT","3,640.10","3,645.70","3,594.00","3,627.15","3,631.90","4.75","0.13","17,06,210","617.69","3,919.90","2,420.00","2.82","48.28"
"POWERGRID","341.00","341.00","336.85","339.40","339.80","0.40","0.12","78,28,162","265.41","348.70","177.53","9.71","32.86"
"PETRONET","337.05","339.50","333.10","337.40","337.70","0.30","0.09","19,14,779","64.39","341.00","191.70","11.92","46.71"
"DALBHARAT","1,855.00","1,865.40","1,843.60","1,858.15","1,858.00","-0.15","-0.01","1,69,273","31.40","2,430.70","1,651.40","2.54","-13.55"
"COFORGE","5,917.95","5,975.35","5,752.65","5,870.15","5,868.00","-2.15","-0.04","7,50,011","440.22","6,847.45","4,287.25","7.81","24.81"
"MRF","1,29,174.00","1,31,230.50","1,28,058.95","1,28,951.05","1,28,900.05","-51.00","-0.04","20,120","261.14","1,51,445.00","1,00,043.50","1.17","27.21"
"KALYANKJIL","497.75","501.90","490.00","495.30","495.10","-0.20","-0.04","14,26,120","70.59","546.00","147.30","21.66","205.26"
"KPITTECH","1,693.95","1,700.90","1,653.75","1,693.95","1,693.00","-0.95","-0.06","8,36,199","140.01","1,774.10","961.00","10.38","55.92"
"DIXON","12,549.00","12,638.95","12,381.20","12,505.95","12,498.00","-7.95","-0.06","2,19,539","274.11","12,879.00","3,953.00","25.01","194.12"
"ZEEL","151.10","152.65","148.50","151.10","151.00","-0.10","-0.07","89,87,253","135.04","299.70","125.50","-3.57","-26.91"
"BALKRISIND","3,188.00","3,210.00","3,110.00","3,177.50","3,175.25","-2.25","-0.07","3,62,156","114.74","3,363.95","2,193.80","-1.13","32.51"
"APOLLOTYRE","527.10","533.50","520.00","524.35","523.70","-0.65","-0.12","20,84,124","109.84","557.90","365.00","7.69","24.92"
"ZOMATO","208.25","210.00","206.00","207.57","207.26","-0.31","-0.15","1,82,60,120","379.99","213.95","73.00","13.01","183.86"
"LTTS","5,150.00","5,160.00","5,067.05","5,125.40","5,117.40","-8.00","-0.16","1,40,578","71.75","5,873.35","3,821.70","6.44","29.57"
"BANDHANBNK","202.46","205.22","201.11","204.33","204.00","-0.33","-0.16","87,68,558","177.96","263.10","169.15","4.03","-11.20"
"SUNTV","784.75","787.85","771.15","784.55","783.00","-1.55","-0.20","4,74,534","37.00","799.85","442.00","8.85","69.61"
"CGPOWER","782.40","783.75","765.45","772.20","770.50","-1.70","-0.22","24,40,823","189.38","783.75","359.20","15.82","98.86"
"HINDALCO","703.65","705.90","691.65","699.15","697.60","-1.55","-0.22","26,36,146","184.06","715.25","417.15","2.48","64.94"
"IPCALAB","1,192.75","1,200.20","1,181.65","1,192.75","1,190.00","-2.75","-0.23","1,56,248","18.60","1,374.60","747.50","1.58","56.48"
"ZYDUSLIFE","1,164.90","1,184.15","1,154.45","1,162.45","1,159.55","-2.90","-0.25","17,66,921","206.55","1,184.15","567.75","9.66","98.85"
"NHPC","104.50","106.70","103.25","103.82","103.49","-0.33","-0.32","6,97,92,078","731.84","118.00","44.85","0.41","124.77"
"LAURUSLABS","480.00","482.75","464.15","477.15","475.55","-1.60","-0.34","41,53,538","196.52","482.75","328.15","8.38","30.00"
"SBIN","859.75","865.00","853.50","859.75","856.75","-3.00","-0.35","1,03,59,800","889.42","912.00","543.20","3.17","44.25"
"DMART","4,860.00","4,935.20","4,820.00","4,853.10","4,836.00","-17.10","-0.35","7,06,765","345.19","5,219.00","3,491.25","2.20","27.37"
"HAVELLS","1,904.80","1,904.80","1,866.65","1,893.65","1,886.85","-6.80","-0.36","6,25,411","117.59","1,985.40","1,232.85","1.66","46.85"
"LICI","1,017.00","1,026.40","999.10","1,015.65","1,012.00","-3.65","-0.36","23,55,243","238.87","1,175.00","597.35","1.93","62.76"
"LTIM","5,421.70","5,459.65","5,347.25","5,421.70","5,402.05","-19.65","-0.36","1,98,972","107.30","6,442.00","4,513.55","8.29","5.38"
"TCS","4,022.00","4,031.25","3,978.05","4,011.80","3,997.00","-14.80","-0.37","17,58,882","702.82","4,254.75","3,250.10","2.55","19.94"
"TATAELXSI","7,061.00","7,095.95","7,012.40","7,054.45","7,028.00","-26.45","-0.37","84,065","59.10","9,200.00","6,411.20","-1.31","-6.82"
"TORNTPHARM","2,891.85","2,919.50","2,846.65","2,891.10","2,880.15","-10.95","-0.38","1,43,062","41.16","2,980.00","1,772.05","1.33","51.54"
"PIIND","3,765.15","3,795.10","3,730.10","3,788.50","3,774.00","-14.50","-0.38","4,75,219","178.50","4,040.00","3,220.00","3.13","-0.24"
"MFSL","1,002.00","1,006.70","989.10","996.10","992.25","-3.85","-0.39","5,68,553","56.72","1,092.00","763.00","5.98","23.77"
"DELHIVERY","397.45","397.80","389.05","395.55","393.95","-1.60","-0.40","17,71,791","69.57","488.00","354.20","2.32","0.22"
"APOLLOHOSP","6,380.00","6,387.95","6,292.80","6,328.55","6,300.75","-27.80","-0.44","3,17,731","200.85","6,874.45","4,726.00","5.04","22.76"
"TRENT","5,661.20","5,665.00","5,572.00","5,619.90","5,595.00","-24.90","-0.44","2,73,130","153.28","5,665.00","1,657.45","12.68","228.52"
"NTPC","380.85","381.25","376.15","379.80","378.10","-1.70","-0.45","88,98,299","336.64","393.20","184.75","4.67","95.98"
"AMBUJACEM","686.45","688.55","679.20","686.00","682.80","-3.20","-0.47","20,99,399","143.25","706.95","404.05","10.02","63.57"
"MARUTI","12,104.00","12,112.00","11,966.00","12,104.05","12,045.00","-59.05","-0.49","4,96,933","597.49","13,073.95","9,254.15","-6.15","22.06"
"GRASIM","2,751.70","2,754.95","2,713.85","2,748.00","2,734.40","-13.60","-0.49","3,33,988","91.28","2,762.70","1,733.25","15.22","57.30"
"SBILIFE","1,529.40","1,531.95","1,508.25","1,529.40","1,521.50","-7.90","-0.52","7,74,723","117.51","1,569.40","1,251.65","6.25","17.07"
"BAJFINANCE","7,144.95","7,147.65","7,047.00","7,138.00","7,099.00","-39.00","-0.55","6,77,705","480.29","8,192.00","6,187.80","-1.30","-6.88"
"IOC","172.21","172.81","169.75","171.28","170.34","-0.94","-0.55","3,03,22,381","518.82","196.80","85.50","3.57","71.44"
"PEL","935.20","936.85","920.50","935.20","930.00","-5.20","-0.56","6,58,129","61.05","1,139.95","736.60","13.70","0.37"
"SUZLON","55.95","56.00","54.50","55.49","55.17","-0.32","-0.58","5,45,88,551","302.91","56.49","16.65","-","209.24"
"NYKAA","177.90","182.10","176.00","177.20","176.10","-1.10","-0.62","90,35,015","161.23","195.50","130.10","4.16","25.50"
"ICICIPRULI","641.60","643.65","628.60","643.00","639.00","-4.00","-0.62","14,26,044","90.74","644.85","463.45","11.37","11.00"
"TATATECH","1,014.85","1,015.75","1,003.00","1,010.35","1,004.00","-6.35","-0.63","4,59,742","46.25","1,400.00","982.25","-5.36","-"
"MPHASIS","2,635.00","2,652.00","2,589.85","2,628.90","2,611.50","-17.40","-0.66","10,79,731","282.17","2,837.60","1,850.00","5.57","38.99"
"ATGL","894.05","899.00","882.00","891.05","885.00","-6.05","-0.68","7,65,392","67.87","1,259.40","522.00","-9.66","37.37"
"UPL","572.70","574.80","562.15","572.70","568.80","-3.90","-0.68","26,95,359","152.75","676.00","447.80","5.12","-14.42"
"HDFCBANK","1,645.30","1,654.95","1,627.15","1,648.10","1,636.35","-11.75","-0.71","1,95,43,900","3,205.32","1,794.00","1,363.55","3.94","-1.51"
"HEROMOTOCO","5,565.65","5,630.00","5,487.55","5,558.05","5,518.00","-40.05","-0.72","4,78,557","265.32","5,894.55","2,890.00","-1.43","74.76"
"IDBI","85.00","85.45","84.01","84.82","84.20","-0.62","-0.73","44,45,684","37.68","98.70","56.55","-1.50","46.68"
"BAJAJFINSV","1,579.60","1,579.60","1,562.00","1,579.60","1,568.00","-11.60","-0.73","10,00,005","156.91","1,741.00","1,419.05","0.15","-2.77"
"BERGEPAINT","514.40","517.40","507.45","514.40","510.55","-3.85","-0.75","10,57,824","54.23","679.75","439.00","5.58","-24.28"
"MAHABANK","63.81","64.00","63.05","63.77","63.28","-0.49","-0.77","87,02,792","55.18","73.50","29.85","-5.18","97.50"
"NMDC","253.19","253.40","249.50","252.28","250.31","-1.97","-0.78","88,98,452","223.58","286.35","106.40","-3.24","133.99"
"BSE","2,410.00","2,420.00","2,356.00","2,405.35","2,385.00","-20.35","-0.85","5,96,342","141.84","3,264.70","671.50","-11.24","236.49"
"OFSS","10,478.90","10,500.00","10,320.85","10,425.45","10,336.10","-89.35","-0.86","83,115","86.36","10,529.95","3,737.25","23.25","172.18"
"ESCORTS","4,141.40","4,171.20","4,024.00","4,130.75","4,095.00","-35.75","-0.87","2,02,631","82.84","4,409.55","2,192.00","2.93","85.51"
"SUNPHARMA","1,570.60","1,574.80","1,550.95","1,568.40","1,554.25","-14.15","-0.90","11,20,204","174.75","1,638.85","1,028.75","3.29","50.28"
"ULTRACEMCO","11,694.00","11,714.80","11,530.00","11,690.15","11,579.00","-111.15","-0.95","1,49,210","172.89","12,078.00","7,987.65","10.70","38.94"
"PIDILITIND","3,099.75","3,105.00","3,056.00","3,099.75","3,070.00","-29.75","-0.96","2,03,613","62.57","3,231.00","2,292.55","-1.75","17.45"
"INDHOTEL","615.00","616.10","604.10","614.50","608.55","-5.95","-0.97","50,74,219","308.37","662.95","371.60","4.03","59.16"
"BIOCON","371.00","373.85","365.40","370.20","366.50","-3.70","-1.00","50,22,489","185.44","373.85","217.50","9.12","44.38"
"BAJAJ-AUTO","9,640.00","9,666.15","9,470.00","9,635.80","9,537.00","-98.80","-1.03","3,16,215","302.23","10,038.80","4,541.00","-2.02","97.13"
"CHOLAFIN","1,433.05","1,433.05","1,395.00","1,431.60","1,416.50","-15.10","-1.05","5,72,499","80.77","1,476.20","997.25","5.55","20.00"
"APLAPOLLO","1,570.00","1,576.90","1,545.00","1,569.65","1,553.00","-16.65","-1.06","4,14,368","64.51","1,800.00","1,301.00","-4.61","17.65"
"FORTIS","464.00","471.70","453.40","461.65","456.70","-4.95","-1.07","16,50,173","76.61","509.85","308.50","-2.11","39.95"
"M&M","2,880.60","2,918.60","2,847.50","2,880.60","2,849.65","-30.95","-1.07","16,31,998","468.98","3,013.50","1,415.75","-0.21","82.29"
"PNB","122.65","123.39","121.12","122.80","121.47","-1.33","-1.08","2,32,49,946","284.09","142.90","57.55","-2.99","100.93"
"VBL","1,614.90","1,639.95","1,591.00","1,614.15","1,596.00","-18.15","-1.12","14,59,852","235.57","1,672.00","784.90","5.18","94.52"
"ADANIENT","3,147.90","3,158.20","3,075.00","3,147.90","3,112.00","-35.90","-1.14","11,55,112","358.59","3,743.90","2,142.00","-3.29","30.85"
"POONAWALLA","434.00","436.95","421.00","428.70","423.75","-4.95","-1.15","60,16,488","256.78","519.70","336.30","-9.12","16.95"
"JSWSTEEL","955.90","955.90","934.05","954.05","942.85","-11.20","-1.17","15,69,620","147.70","959.40","723.00","2.97","19.13"
"HINDPETRO","332.55","336.20","326.15","332.45","328.50","-3.95","-1.19","99,73,397","329.86","396.53","159.47","-37.41","7.17"
"ASIANPAINT","2,935.90","2,935.90","2,890.70","2,935.90","2,901.00","-34.90","-1.19","8,28,260","240.37","3,568.00","2,670.10","-1.01","-13.33"
"SHREECEM","27,510.00","27,549.60","26,951.95","27,528.70","27,200.00","-328.70","-1.19","21,059","57.18","30,737.75","23,026.00","4.28","13.86"
"JIOFIN","353.00","353.55","347.20","352.75","348.50","-4.25","-1.20","1,15,25,948","403.72","394.70","202.80","-1.37","-"
"TVSMOTOR","2,445.95","2,445.95","2,381.40","2,430.15","2,400.50","-29.65","-1.22","7,52,377","181.12","2,519.00","1,295.00","-0.39","81.41"
"CIPLA","1,516.00","1,524.65","1,483.20","1,509.90","1,491.00","-18.90","-1.25","15,24,489","228.73","1,582.00","998.05","-0.68","45.70"
"ICICIGI","1,865.05","1,871.70","1,831.50","1,865.05","1,841.40","-23.65","-1.27","5,34,239","98.59","1,877.40","1,266.00","11.10","37.48"
"TATASTEEL","174.60","175.47","172.09","174.71","172.49","-2.22","-1.27","3,14,79,861","545.70","184.60","111.25","-3.70","54.37"
"POLYCAB","6,639.00","6,675.00","6,535.00","6,634.10","6,549.80","-84.30","-1.27","5,60,888","369.47","7,331.45","3,491.00","-4.38","86.61"
"ABB","8,700.00","8,700.00","8,492.00","8,679.40","8,568.40","-111.00","-1.28","1,61,299","138.53","9,149.95","3,850.00","6.02","94.55"
"ADANIENSOL","1,010.00","1,019.95","994.70","1,012.65","999.55","-13.10","-1.29","7,57,659","76.00","1,250.00","686.00","-2.12","-"
"SRF","2,401.00","2,419.70","2,357.05","2,400.75","2,369.00","-31.75","-1.32","3,89,677","93.04","2,693.95","2,040.00","2.42","6.53"
"CONCOR","1,063.95","1,064.70","1,033.80","1,057.90","1,043.75","-14.15","-1.34","26,04,978","272.75","1,180.00","645.90","-1.10","55.54"
"TATAPOWER","440.70","443.45","431.90","439.95","434.00","-5.95","-1.35","91,54,756","399.32","464.20","216.75","-2.28","90.11"
"ASHOKLEY","230.00","231.28","224.85","229.56","226.35","-3.21","-1.40","1,17,46,524","267.25","245.67","157.55","-2.33","38.17"
"ABFRL","328.70","329.65","321.30","327.65","323.00","-4.65","-1.42","37,05,971","120.28","339.40","192.95","-0.60","50.90"
"LICHSGFIN","798.80","800.00","780.20","795.70","783.80","-11.90","-1.50","18,01,676","141.47","821.25","382.70","18.13","100.63"
"HDFCAMC","4,231.00","4,252.20","4,103.65","4,234.70","4,169.45","-65.25","-1.54","7,25,210","301.65","4,264.95","2,218.55","8.78","84.60"
"MOTHERSON","205.81","206.36","200.83","205.00","201.80","-3.20","-1.56","1,22,36,074","247.96","208.88","86.80","28.55","120.51"
"ADANIPORTS","1,496.00","1,501.05","1,469.00","1,500.45","1,477.00","-23.45","-1.56","21,77,821","322.15","1,621.40","708.00","6.99","105.27"
"BOSCHLTD","35,172.10","35,484.00","34,342.50","35,074.00","34,520.00","-554.00","-1.58","28,099","97.52","36,678.00","17,931.15","12.47","74.32"
"ADANIPOWER","709.90","712.55","693.00","708.90","697.70","-11.20","-1.58","33,15,411","232.03","895.85","235.85","-9.00","186.38"
"IDFCFIRSTB","81.18","81.35","79.46","81.19","79.90","-1.29","-1.59","3,22,09,972","258.29","100.70","70.80","2.65","0.08"
"PATANJALI","1,654.70","1,655.00","1,622.00","1,648.30","1,622.00","-26.30","-1.60","2,79,086","45.64","1,764.40","1,165.10","16.46","-"
"JSWINFRA","356.95","356.95","346.35","356.65","350.95","-5.70","-1.60","24,29,203","85.23","360.95","142.20","22.30","-"
"VEDL","475.90","477.50","464.80","473.85","466.10","-7.75","-1.64","85,76,939","402.94","506.75","208.00","1.09","65.98"
"UNIONBANK","135.00","135.80","133.00","135.73","133.35","-2.38","-1.75","1,01,39,728","136.15","172.50","77.65","-9.02","66.55"
"SIEMENS","7,934.25","7,934.80","7,685.05","7,885.55","7,742.00","-143.55","-1.82","2,34,500","182.10","7,968.70","3,246.00","12.60","109.77"
"BDL","1,741.05","1,773.30","1,670.00","1,731.85","1,700.05","-31.80","-1.84","40,89,435","701.96","1,794.70","450.00","18.59","53.85"
"MAZDOCK","5,710.00","5,830.00","5,500.00","5,685.80","5,580.00","-105.80","-1.86","36,44,959","2,065.96","5,860.00","1,280.00","76.97","321.91"
"TATACHEM","1,101.75","1,111.15","1,078.65","1,101.75","1,080.90","-20.85","-1.89","11,11,230","121.22","1,349.00","933.00","2.25","7.76"
"SHRIRAMFIN","2,856.00","2,856.00","2,796.10","2,865.85","2,810.00","-55.85","-1.95","8,13,151","228.97","3,059.45","1,703.85","12.42","63.39"
"LTF","190.01","190.58","185.17","189.91","186.15","-3.76","-1.98","44,60,806","83.53","194.25","116.50","10.41","-"
"TATACOMM","1,888.30","1,892.95","1,840.00","1,888.30","1,850.00","-38.30","-2.03","2,69,813","50.31","2,084.65","1,525.05","2.45","19.84"
"INDIGO","4,323.55","4,324.80","4,228.60","4,322.90","4,234.00","-88.90","-2.06","3,85,991","164.65","4,609.80","2,333.35","-3.09","61.07"
"PRESTIGE","1,820.80","1,842.65","1,763.10","1,815.20","1,775.90","-39.30","-2.17","8,21,746","147.60","2,074.80","521.20","0.99","205.61"
"ABCAPITAL","236.01","237.04","230.42","236.01","230.90","-5.11","-2.17","32,81,207","76.32","246.90","155.00","-0.42","22.02"
"JINDALSTEL","1,050.55","1,054.45","1,023.50","1,050.50","1,027.00","-23.50","-2.24","14,17,503","146.62","1,097.00","581.60","-0.10","68.13"
"INDUSTOWER","396.00","398.85","384.20","395.65","386.50","-9.15","-2.31","1,73,94,416","677.29","408.40","157.35","11.12","136.08"
"CANBK","117.50","118.08","114.66","117.76","114.99","-2.77","-2.35","3,40,32,815","395.39","128.90","63.85","-3.37","-65.57"
"INDIANB","538.85","540.00","524.80","538.85","526.10","-12.75","-2.37","17,29,642","91.95","632.70","301.50","-1.53","70.78"
"SUPREMEIND","6,039.75","6,061.95","5,870.00","6,039.75","5,895.95","-143.80","-2.38","57,878","34.34","6,460.00","3,140.00","2.26","86.45"
