auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,shortName,longName,firstTradeDateEpochUtc,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,totalRevenue,debtToEquity,revenuePerShare,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,Ticker,All Time High,52 Week High,Breakout Level,Today's High,Trailing Stop Loss,Today's Open,Current Market Price,Stop Loss,Stop Loss Points,Stop Loss Hit,Volume,Entry Price,Exit Price,Profit,Trailing Profit
,,,,,86400,2,603.8,609.5,600.1,657.6,603.8,609.5,600.1,657.6,2.5,0.1365,1.013,35.346996,19.182976,443296,443296,187871,235834,235834,,,38953693184,345.3,657.6,1.1062908,558.558,500.75876,43286814720,0.03118,17813307,60190700,0.69074,0.16337,60220600,168.942,3.8288286,1711843200,1743379200,1711843200,0.474,1097776000,18.3,33.72,,,1.229,12.709,0.66473675,0.17829525,2.5,1694649600,SANDHAR TECHNOLOGI,Sandhar Technologies Limited,1522640700,19800000,646.85,698,691,694.5,694.5,1,strong_buy,2,456576000,7.588,3406091008,7410334208,35211079680,72.894,587.613,0.45,0.2,0.38972,0.09673,0.06093,SANDHAR.NS,628.9000244,657.6,628.9000244,657.5999756,652.5999756,609.5,646.8499756,621.6110242,7.289000244,No,443296,628.9000244,646.8499756,17.94995117,23.69995117
,,,,,86400,2,609.05,610,610,626.9,609.05,610,610,626.9,8.5,0.5809,0.524,55.209637,,427216,427216,407607,665926,665926,,,79115231232,280.15,626.9,30.09645,468.595,428.51926,76720349184,0.54638,42701841,127832000,0.66774005,0.11256,,13.977,44.27989,1711843200,1743379200,1719705600,0.607,1436283008,11.21,,,,29.185,42.643,,,,,TIPS INDUSTRIES,Tips Industries Limited,1025495100,19800000,618.9,,,,,,none,,1547926016,12.053,1799128704,50062000,2628722944,2.789,20.481,0.611,0.405,0.95413,0.68441004,0.72814006,TIPSINDLTD.NS,624.9000244,626.9,624.9000244,626.9000244,621.9000244,610,618.9000244,617.6510242,7.249000244,No,427216,624.9000244,618.9000244,-6,-3
,,,,,86400,2,467.9,468.7,463.6,529,467.9,468.7,463.6,529,2.5,0.0884,0.644,18.473106,,380573,380573,89759,34745,34745,,,11726652416,288.3,529,7.0394454,446.306,432.9225,15079037952,0.38035,5467394,22455500,0.64356005,0.00865,23269100,208.346,2.5056877,1711843200,1743379200,1711843200,0.561,633611008,28.26,,,,9.052,11.647,0.4101869,0.17829525,2.5,1694736000,CSL Finance Limited,CSL Finance Limited,1658375100,19800000,522.05,,,,,,none,,633902976,27.815,1294712960,5049356800,1665848960,106.341,75.193,0.454,0.392,0.96753,0.77721,0.78528,CSLFINANCE.NS,517.7000122,529,517.7000122,529,524,468.7000122,522.0499878,511.5230121,6.177000122,No,380573,517.7000122,522.0499878,4.349975586,6.299987793
,,,,,86400,2,435.35,457.1,440.1,457.1,435.35,457.1,440.1,457.1,,,0.189,55.07946,,374776,374776,675843,350845,350845,,,75804581888,176.65,457.1,1.2067757,309.7688,269.8782,78045937664,0.02192,32138255,168075008,0.78258,0.04659,168248992,28.622,15.741387,1711843200,1743379200,1711843200,0.771,1376700032,8.18,,05:01,1652400000,1.242,18.312,1.1498766,0.17829525,0.5,1342396800,BLACK BOX LIMITED,Black Box Limited,1025495100,19800000,450.55,,,,,,none,,2226500096,13.251,4262000128,7122500096,62815801344,148.102,374.148,0.765,-0.12,0.13551,0.06785,0.0647,BBOX.NS,435.3500061,457.1,435.3500061,457.1000061,452.1000061,457.1000061,450.5499878,434.3500061,22.75,No,374776,457.1000061,450.5499878,-6.550018311,-5
,,,,,86400,2,201.78,207,197.03,211.86,201.78,207,197.03,211.86,,,0.494,12.543517,,364689,364689,149842,272846,272846,,,6955342848,49,211.86,1.2082595,162.8962,139.70555,7707554816,0.09721,15058426,32745500,0.53756,0.023510002,,8.54,24.807962,1711843200,1743379200,1711843200,32.12,559563008,16.89,,,,1.339,11.01,,,,,WANBURY LTD,Wanbury Limited,1170042300,19800000,211.86,,,,,,none,,58971000,1.802,700022016,1164845952,5756497920,416.889,175.916,31.516,0.048,0.47428,0.12161,0.10677,WANBURY.NS,202.2899933,211.86,202.2899933,211.8600006,206.8600006,207,211.8600006,201.2899933,5.710006714,No,364689,207,211.8600006,4.86000061,-0.13999939
,,,,,86400,2,791.15,730,720.3,833,791.15,730,720.3,833,7,0.3545,0.934,48.776207,,4230498,4230498,2079915,1101857,1101857,,,2.77694E+11,280,887.65,3.9411979,665.943,441.95325,2.85781E+11,0.080790006,127451553,351000000,0.65215,0.16046,351497984,110.904,7.1336474,1711843200,1743379200,1711843200,0.394,5692100096,16.22,,10:01,1442361600,4.056,30.971,1.4987609,0.17829525,2,1719360000,AEGIS LOGISTICS,Aegis Logistics Limited,1025495100,19800000,791.15,,,,,,none,,19686199296,56.063,9227499520,26654300160,70459203584,59.738,200.778,0.394,-0.147,0.18121,0.13096,0.14882,AEGISCHEM.NS,970,887.65,887.65,896.5999756,891.5999756,879.9500122,885.2999878,878.9500122,8.699987793,No,353395,887.65,885.2999878,-2.350012207,3.949975586
,,,,,86400,2,382.85,421.1,405,421.1,382.85,421.1,405,421.1,1,0.0936,1.006,39.428837,,343588,343588,217947,314830,314830,,,10629321728,119,421.1,2.7570672,313.294,255.192,8391882752,0.07084,6332585,25225300,0.76945996,,25241800,87.934,4.788819,1711843200,1743379200,1711843200,0.198,273100000,10.68,,,,2.177,28.265,1.8774896,0.17829525,1,1722556800,MINDTECK(INDIA),Mindteck (India) Limited,1470109500,19800000,421.1,,,,,,none,,1248300032,49.689,296900000,22100000,3855300096,1,154.873,0.172,0.103,0.15781,0.077010006,0.0715,MINDTECK.NS,411,421.1,411,421.1000061,416.1000061,421.1000061,421.1000061,410,11.1000061,No,343588,421.1000061,421.1000061,0,-5
,,,,,86400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MADHUSUDAN.NS,0P0001RM7U,32000",,1695699900,19800000,,,,,,,,,,,,,,,,,,,,,MADHUSUDAN.NS,194.6499939,0,194.6499939,200,195,174.6999969,195.9499969,191.703494,2.946499939,No,322000,194.6499939,195.9499969,1.300003052,0.350006104
,,,,,86400,2,530.65,532,522.75,567.9,530.65,532,522.75,567.9,,,,31.534988,,314133,314133,202937,199437,199437,,,28034770944,260,567.9,2.0311782,464.394,369.292,25627586560,0.05924,728119,50146000,0.85660005,0.00113,50169600,185.624,3.0103867,1711843200,1743379200,1711843200,-0.072,817620992,17.72,,,,1.857,16.645,0.98857033,0.17829525,,,Abans Holdings Limited,Abans Holdings Limited,1671767100,19800000,558.8,,,,,,none,,11094093824,221.236,1539655040,9293558784,13802220544,91.775,275.241,-0.097,-0.559,0.16832,0.111549996,0.15435,AHL.NS,562.4500122,567.9,562.4500122,567.9000244,562.9000244,532,558.7999878,555.8255121,6.624500122,No,314133,562.4500122,558.7999878,-3.650024414,0.450012207
,,,,,86400,2,787.9,795,776.35,826,787.9,795,776.35,826,2.5,0.1815,0.431,88.60927,48.303246,296702,296702,113243,141315,141315,,,36496891904,309,826,10.697342,683.43,563.8032,36481720320,0.12184,17080623,45462000,0.62472,0.13302,45616500,109.069,7.360478,1711843200,1743379200,1711843200,0.666,415705984,9.06,16.62,,,10.693,32.996,1.2784846,0.17829525,1,1721260800,ARVIND SMARTSPACES,Arvind SmartSpaces Limited,1440560700,19800000,802.8,,,,,2,buy,,1663106944,36.678,1105636992,1102214016,3411771904,17.602,75.295,0.664,0.266,0.72963,0.32407,0.25931,ARVSMART.NS,791,826,791,826,821,795,802.7999878,790,5,No,296702,795,802.7999878,7.799987793,26
,,,,,86400,2,2254.4,2300,2240,2381,2254.4,2300,2240,2381,1,0.023599999,-0.97,48.020702,,294212,294212,94354,77942,77942,,,46143217664,1203,2381,5.752098,2119.688,1736.7648,47129477120,0.10718001,7598545,20296100,0.57608,0.14395,,200.136,11.358776,1711843200,1743379200,1711843200,0.865,859790016,47.34,,,,5.875,32.211,,,,,Venus Pipes & Tubes Ltd,Venus Pipes and Tubes Limited,1653363900,19800000,2273.3,,,,,,none,,107580000,5.302,1463160064,1493200000,8021980160,36.77,395.226,0.797,0.27,0.28285,0.18239,0.18382,VENUSPIPES.NS,2296,2381,2296,2381,2376,2300,2273.300049,2295,5,Yes,294212,2300,2295,-5,76
,,,,,86400,2,248.65,252,244,259.9,248.65,252,244,259.9,0.5,0.105900005,0.61,52.434326,,285539,285539,69742,90984,90984,,,22779002880,142,259.9,5.966826,216.0046,206.1694,23744530432,0.11401,20893107,92040096,0.77655,2.00E-05,,41.033,6.031487,1711843200,1743379200,1711843200,-0.21,435238016,4.72,,,,6.22,46.512,,,,,THEMIS MEDICARE LT,Themis Medicare Limited,1175485500,19800000,247.49,,,,,,none,,99250000,1.078,510497984,958017024,3817607936,25.367,41.478,-0.208,0.221,0.63624,0.13372,0.0638,THEMISMED.NS,258.834668,259.9,258.834668,259.8999939,254.8999939,252,247.4900055,255.2463213,3.58834668,Yes,285539,258.834668,255.2463213,-3.58834668,-3.934674078
,,,,,86400,2,1741.45,1732.85,1716.8,1865,1741.45,1732.85,1716.8,1865,,,1.078,148.90372,31.514553,245980,245980,88469,50630,50630,,,74572824576,818,1865,1.6803857,1530.608,1285.9532,69182054400,0.01135,9382532,40518800,0.78663003,0.065570004,40521200,177.105,10.391858,1711843200,1743379200,1711843200,,503600000,12.36,58.4,,,1.559,39.011,1.0218856,0.17829525,,,IFB INDUSTRIES LTD,IFB Industries Limited,1025495100,19800000,1840.45,1665,875,1431.75,1593.5,2,buy,4,3020800000,74.553,1773400064,1641400064,44378398720,22.873,1095.255,,0.079,0.40026,0.03996,0.01391,IFBIND.NS,1765,1865,1765,1865,1860,1732.849976,1840.449951,1746.35,18.65,No,245980,1765,1840.449951,75.44995117,95
,,,,,86400,2,1671.95,1700.1,1660,1722,1671.95,1700.1,1660,1722,6,0.2383,0.688,66.85347,36.937637,211198,211198,370471,180127,180127,,,1.9632E+11,432,1722,13.067273,1400.569,927.11127,1.67149E+11,0.17869,39743704,116300000,0.57004,0.27708998,116382000,201.006,8.398008,1711843200,1743379200,1711843200,0.275,2710270976,25.25,45.7,02:01,1473120000,11.126,79.995,2.4086647,0.17829525,6,1694736000,TECHNO ELECTRIC &,Techno Electric & Engineering Company Limited,1175485500,19800000,1688.05,1766,715,1341.5,1442.5,1.3,strong_buy,4,12785192960,118.8,2089480960,,15023808512,,139.602,0.274,0.405,0.22591999,0.13908,0.11923,TECHNOE.NS,1684.449951,1722,1684.449951,1722,1717,1700.099976,1688.050049,1683.449951,16.65002441,No,211198,1700.099976,1688.050049,-12.04992676,16.90002441
,,,,,86400,2,276.52,278.1,278,285,276.52,278.1,278,285,0.3,0.0509,1.258,47.49915,,187815,187815,372562,388980,388980,,,23702784000,111.85,285,3.3418872,225.6672,169.02805,25867194368,0.070250005,23275829,84652000,0.72388,0.02132,84722400,63.32,4.418351,1711843200,1743379200,1711843200,3.922,498260000,5.89,,10:01,1450310400,3.647,22.181,1.372544,0.17829525,0.3,1695340800,SMS PHARMACEUTICAL,SMS Pharmaceuticals Limited,1172634300,19800000,279.77,,,,,2,buy,,362024992,4.274,1166195968,2807705088,7092634112,52.35,83.843,3.95,0.645,0.29827,0.16442,0.10456,SMSPHARMA.NS,282.7999878,285,282.7999878,285,280,278.1000061,279.769989,278.9719879,3.827999878,No,187815,282.7999878,279.769989,-3.029998779,-2.799987793
,,,,,86400,2,762.05,762.05,758.15,818,762.05,762.05,758.15,818,2,0.0357,0.288,28.584198,,164640,164640,156866,163530,163530,,,14462874624,398,818,1.9035038,648.746,533.6138,14501999616,0.06663,4725722,18079200,0.61881,2.00E-05,18089900,233.888,3.4183028,1711843200,1743379200,1711843200,0.25,506230016,27.97,,,,1.909,19.16,0.6082094,0.17829525,2,1721952000,Asso Alcohols & Brew Ltd,Associated Alcohols & Breweries Limited,1581479100,19800000,799.5,,,,,,none,,355192992,19.646,756870016,1079938048,7598027776,25.539,420.268,0.251,0.311,0.33128,0.09961,0.05836,ASALCBR.NS,785.3833498,818,785.3833498,818,813,762.0499878,799.5,776.5295164,8.853833498,No,164640,785.3833498,799.5,14.11665015,27.61665015
,,,,,86400,2,1069.95,1073.95,1057.65,1098.65,1069.95,1073.95,1057.65,1098.65,,,0.36,37.30021,25.992737,161413,161413,213197,349624,349624,,,1.46077E+11,766.15,1098.65,7.335755,989.465,910.4028,1.65617E+11,0.19685,46198709,136075008,0.72373,0.17996,136179008,190.236,5.642991,1711843200,1743379200,1711843200,0.085,3919830016,28.78,41.3,,,8.317,24.542,0.3800465,0.17829525,7.35,1660176000,ERIS LIFESCIENCES,Eris Lifesciences Limited,1498794300,19800000,1073.5,1270,930,1080.7,1075,1.5,strong_buy,10,14006320128,103.031,6748299776,27812689920,19912949760,86.32,146.407,0.087,0.38,0.80915,0.33889,0.17273001,ERIS.NS,1090,1098.65,1090,1098.650024,1093.650024,1073.949951,1073.5,1078.1,11.9,Yes,161413,1090,1078.1,-11.9,3.650024414
,,,,,86400,2,626.7,634.45,602.1,636,626.7,634.45,602.1,636,,,,32.64186,,111941,111941,114841,264533,264533,,,34892881920,421.35,636,3.2269232,507.792,503.38245,37472980992,0.08725,14690212,57224900,0.72554,0.20761,57224900,145.198,4.199438,1711843200,1743379200,1711843200,0.665,943449984,18.68,,,,3.466,24.208,0.1575545,0.17829525,,,Innova Captab Limited,Innova Captab Limited,1703821500,19800000,609.75,,,,,,none,,840920000,14.695,1547970048,2451040000,10813049856,29.499,213.849,0.396,0.09,0.32039002,0.14316,0.13956,INNOVACAP.NS,635,636,635,636,631,634.4500122,609.75,633.4500122,1.549987793,Yes,111941,635,633.4500122,-1.549987793,-4
,,,,,86400,2,1577.25,1577.7,1567.95,1620,1577.25,1577.7,1567.95,1620,2,0.0212,0.726,33.564896,,108959,108959,111869,171231,171231,,,40120725504,607,1620,5.5013313,1245.609,1078.7703,42013802496,0.16414,5877752,25425000,0.73494005,0.079380006,25432300,358.476,4.400713,1711843200,1743379200,1711843200,,1197059968,47,,,,5.761,17.281,1.208415,0.17829525,1,1692921600,SEAMEC LTD,Seamec Limited,1025495100,19800000,1577.55,,,,,,none,,1365187968,53.695,2431154944,3267513088,7292912128,35.812,286.84,,0.879,0.41588002,0.33336,0.2331,SEAMECLTD.NS,1610,1620,1610,1620,1615,1577.699951,1577.550049,1592.9,17.1,Yes,108959,1610,1592.9,-17.1,5
,,,,,86400,2,238.33,242.95,236.66,257,238.33,242.95,236.66,257,,,0.233,34.641666,,88655,88655,37100,194167,194167,,,4504924160,116,257,0.7725934,192.702,173.3915,7084693504,0.0223,3982469,18048700,0.76868,,18061600,71.615,3.48279,1711843200,1743379200,1711843200,-0.161,130033000,7.2,,,,1.215,14.599,0.8055303,0.17829525,,,Manomay Tex India Ltd,Manomay Tex India Limited,1674013500,19800000,249.42,,,,,,none,,207187008,11.502,485292992,2998868992,5830912000,232.473,322.861,-0.307,0.098,0.35952,0.083229996,0.06183,MANOMAY.NS,255.4600067,257,255.4600067,257,252,242.9499969,249.4199982,251.9054066,3.554600067,Yes,88655,255.4600067,251.9054066,-3.554600067,-3.460006714
,,,,,86400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ALLETEC.NS,0P0001Q78M,263600",,1671594300,19800000,,,,,,,,,,,,,,,,,,,,,ALLETEC.NS,362,0,362,370,365,351,348.75,357.38,4.62,Yes,79200,362,357.38,-4.62,3
,,,,,86400,2,195.47,205.24,205.24,205.24,195.47,205.24,205.24,205.24,0.5,0.105500005,0.861,43.39112,,70820,70820,464109,195484,195484,,,19765393408,50,205.24,1.7745525,153.5714,135.07135,20540973056,0.042340003,36804420,96303800,0.69276,0.044060003,100207000,71.291,2.8789048,1711843200,1743379200,1711843200,-0.602,471590016,4.73,,,,1.844,22.998,2.8440511,0.17829525,0.5,1695340800,OM INFRA LIMITED,Om Infra Limited,1308282300,19800000,205.24,,,,,,none,,822859008,8.11,893166976,1075399040,11138241536,13.985,111.952,-0.455,-0.147,0.55169,0.08019,0.08137,OMINFRAL.NS,197.0099945,205.24,197.0099945,205.2400055,200.2400055,205.2400055,205.2400055,196.0099945,9.230010986,No,70820,205.2400055,205.2400055,0,-5
,,,,,86400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NPST.NS,0P0001N0DJ,103800",,1631763900,19800000,,,,,,,,,,,,,,,,,,,,,NPST.NS,2397.5,0,2397.5,2484.850098,2479.850098,2410,2478.149902,2396.5,13.5,No,70400,2410,2478.149902,68.14990234,69.85009766
,,,,,86400,2,2253.7,2260.6,2260,2367.2,2253.7,2260.6,2260,2367.2,1.5,0.0448,0.534,70.217384,41.461227,56965,56965,92208,51279,51279,,,97834221568,1058.8,2367.2,11.893189,1842.325,1443.103,92101271552,0.16867,12874293,41406700,0.68919,0.22361,41492100,116.208,20.29034,1711843200,1743379200,1711843200,0.081,1387512064,33.58,56.87,,,11.196,,1.000799,0.17829525,1.5,1692316800,Prudent Corp Adv Ser Ltd,Prudent Corporate Advisory Services Limited,1653018300,19800000,2357.9,2550,1480,2023.25,2031.5,1.2,strong_buy,4,1454077056,35.104,,203154000,8226071040,4.22,198.669,0.08,0.346,0.47072,,0.24388,PRUDENT.NS,2286.850098,2367.2,2286.850098,2367.199951,2362.199951,2260.600098,2357.899902,2262.981597,23.86850098,No,56965,2286.850098,2357.899902,71.04980469,75.34985352
,,,,,86400,2,1902,1905,1905,2057.3,1902,1905,1905,2057.3,10.3,,,,,53495,53495,19262,42796,42796,,,39460134912,1203.9,2057.3,2.741639,1617.918,1553.4646,52594462720,-0.083459996,5772017,20232100,0.71471,0.15109,20239600,296.637,6.572511,1711843200,1743379200,1711843200,,-1201299968,-59.34,,,,3.654,99.347,0.2581445,0.17829525,5.15,1712188800,Sundaram Clayton Limited,Sundaram-Clayton Limited,1703821500,19800000,1949.65,,,,,,none,,144200000,7.127,529400000,14257200128,14392899584,237.557,711.389,,,0.42414,0.03678,0.00463,SUNCLAY.NS,1950,2057.3,1950,2057.300049,2052.300049,1905,1949.650024,1929.5,20.5,No,53495,1950,1949.650024,-0.349975586,102.3000488
,,,,,86400,2,845.05,887.3,845.05,887.3,845.05,887.3,845.05,887.3,,,0.787,3.4597785,,45660,45660,10538,13121,13121,,,10983019520,81.5,887.3,0.25712323,751.388,498.0945,27844935680,0.07429,3061662,12742800,0.70327,,12923900,-613.153,,1711843200,1743379200,1711843200,1.503,3173299968,249.12,,,,0.652,6.638,9.114303,0.17829525,2.5,1284595200,ELECTROTHERM (INDI,Electrotherm (India) Limited,1187581500,19800000,861.9,,,,,,none,,623900032,48.974,4194899968,17703399424,42715000832,,3352.804,1.503,0.178,0.3039,0.09821,0.09847,ELECTHERM.NS,845.0499878,887.3,845.0499878,887.2999878,882.2999878,887.2999878,861.9000244,844.0499878,43.25,No,45660,887.2999878,861.9000244,-25.39996338,-5
,,,,,86400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ENSER.NS,0P0001SKZU,42000",,1711079100,19800000,,,,,,,,,,,,,,,,,,,,,ENSER.NS,216.75,0,216.75,223.8999939,218.8999939,223.8999939,209.8999939,215.75,8.149993896,Yes,42000,223.8999939,215.75,-8.149993896,-5
,,,,,86400,2,1584.3,1590,1575,1600.25,1584.3,1590,1575,1600.25,2,0.1102,1.018,86.77827,25.834967,36279,36279,82375,62601,62601,,,40036929536,811.15,1600.25,3.565408,1312.096,1074.546,37598437376,0.03613,12465758,25307800,0.42936,0.27766,25322200,470.625,3.359575,1711843200,1743379200,1711843200,0.404,405716992,18.22,61.2,,,3.348,27.273,0.52578616,0.17829525,2,1694649600,GANESHA ECOSPHERE,Ganesha Ecosphere Limited,1425872700,19800000,1581.1,1540,1540,1540,1540,,none,1,1807587968,80.856,1378612992,3987902976,11229270016,37.904,502.348,0.368,0.013,0.28461,0.122770004,0.115389995,GANECOS.NS,1594.449951,1600.25,1594.449951,1600.25,1595.25,1590,1581.099976,1589,5.449951172,Yes,36279,1594.449951,1589,-5.449951172,0.800048828
,,,,,86400,2,2435.75,2453,2389,2508,2435.75,2453,2389,2508,4,0.0733,0.511,44.16789,,35080,35080,49410,46579,46579,,,28989894656,1205,2552,5.621794,2227.248,1789.313,29160435712,0.12948,5021512,12030000,,0.03306,12190400,291.214,8.275015,1711843200,1743379200,1711843200,0.172,667692032,54.56,,,,5.655,29.5,0.966138,0.17829525,2,1695340800,Jash Engineering Limited,Jash Engineering Limited,1507779900,19800000,2409.8,,,,,,none,,1015990016,84.243,988499968,800755008,5156698112,22.8,427.555,0.164,0.286,0.59095,0.19169001,0.2321,JASH.NS,2494,2552,2494,2508,2503,2453,2409.800049,2468.06,25.94,Yes,35080,2494,2468.06,-25.94,9
,,,,,86400,2,2099.9,2110.4,2044.55,2170.35,2099.9,2110.4,2044.55,2170.35,75,0.7147,1.319,29.779064,25.804832,34620,34620,25695,24332,24332,,,35674656768,1078.8,2170.35,6.542129,1935.752,1700.5365,34230974464,0.2178,4498828,17105800,0.73475,0.01852,17131100,271.106,7.681313,1711843200,1743379200,1711843200,-0.107,1187682048,69.93,80.7,,,6.277,20.912,0.9168416,0.17829525,45,1722470400,MPS LTD,MPS Limited,1025495100,19800000,2082.45,,,,,3,hold,,1430231040,84.326,1636930944,45413000,5453065216,0.988,321.431,-0.092,0.172,0.54221,0.30019,0.24982001,MPSLTD.NS,2162,2170.35,2162,2170.350098,2165.350098,2110.399902,2082.449951,2139.38,22.62,Yes,34620,2162,2139.38,-22.62,3.350097656
,,,,,86400,2,84.45,83.5,83.5,88.65,84.45,83.5,83.5,88.65,0.02,0.0039,0.299,17.280703,,33088,33088,15036,52149,52149,,,914868032,46.1,88.65,1.1501712,54.917,64.66975,1204171136,0.05684,1064974,10320000,,,10422200,52.45,1.6901811,1711843200,1743379200,1711843200,-0.059,45208000,5.13,,06:05,1570060800,1.514,9.099,0.4636048,0.17829525,0.02,1695340800,Reliable Data Service Ltd,Reliable Data Services Limited,1507779900,19800000,88.65,,,,,,none,,71587000,7.644,132336000,381196000,795419008,64.078,90.261,0.037,0.088,0.80973,0.16636999,0.10922,RELIABLE.NS,86.65000153,88.65,86.65000153,88.65000153,83.65000153,83.5,88.65000153,84.78350151,1.866500015,No,33088,86.65000153,88.65000153,2,-3
,,,,,86400,2,2335.75,2399,2271,2442.5,2335.75,2399,2271,2442.5,2,0.028499998,-0.192,65.656395,,20632,20632,26607,29292,29292,,,30518609920,247,2442.5,1.7484323,1554.002,1170.6372,33109489664,0.02319,2720375,13237200,0.74317,,13265500,185.27,12.417553,1711843200,1743379200,1711843200,1.239,404811008,35.04,,,,1.897,42.861,7.6847,0.17829525,1,1695168000,Sky Gold Limited,Sky Gold Limited,1672976700,19800000,2300.6,,,,,,none,,767582016,58.255,772494016,3100571904,17454841856,127.012,1516.909,0.82,0.902,0.059959996,0.044260003,0.04514,SKYGOLD.NS,2364.399902,2442.5,2364.399902,2442.5,2437.5,2399,2300.600098,2363.399902,35.60009766,Yes,20632,2399,2363.399902,-35.60009766,38.5
,,,,,86400,2,95.41,100.18,100.18,100.18,95.41,100.18,100.18,100.18,0.2,0.042600002,0.758,21.314894,,19284,19284,36653,46920,46920,,,1265664128,36.25,100.18,1.2577254,77.1338,63.93795,1329746048,0.058520004,3922074,12633900,0.6038,,12711200,41.187,2.4323208,1711843200,1743379200,1711843200,1.171,58886000,4.7,,,,1.321,12.126,1.415443,0.17829525,0.2,1695340800,Power Instrument (G) Ltd,Power & Instrumental (Gujarat) Limited,1525751100,19800000,100.18,,,,,,none,,3604000,0.29,109659000,146716000,1006312000,28.641,80.319,1.216,-0.122,0.18797001,0.10897,0.09788,PIGL.NS,95.41000366,100.18,95.41000366,100.1800003,95.18000031,100.1800003,100.1800003,94.41000366,5.769996643,No,19284,100.1800003,100.1800003,0,-5
,,,,,86400,2,280.5,282,280,286.11,280.5,282,280,286.11,,,1.139,64.15022,,16853,16853,60862,33631,33631,,,5694904832,88.4,286.11,5.567052,226.4448,155.46796,5339537920,0.08498,8128009,19904600,0.60076,,20213100,21.154,13.525102,1711843200,1743379200,1711843200,1.975,86935000,4.46,,,,5.22,48.34,1.7786033,0.17829525,,,Iris Business Serv Ltd,IRIS Business Services Limited,1636343100,19800000,286.11,,,,,,none,,157784000,8.15,110457000,64654000,1022966016,15.715,52.836,1.98,0.477,0.49802,0.107980005,0.16397,IRIS.NS,285,286.11,285,286.1099854,281.1099854,282,286.1099854,281.15,3.85,No,16853,285,286.1099854,1.109985352,-3.890014648
,,,,,86400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"KONTOR.NS,0P0001RNW5,57600",,1696909500,19800000,,,,,,,,,,,,,,,,,,,,,KONTOR.NS,157.75,0,157.75,165.6000061,160.6000061,165.6000061,165.6000061,156.75,8.850006104,No,9600,165.6000061,165.6000061,0,-5
,,,,,86400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"WOMANCART.NS,0P0001RQEO,4800",,1698378300,19800000,,,,,,,,,,,,,,,,,,,,,WOMANCART.NS,289.7999878,0,289.7999878,304.2000122,299.2000122,304.2000122,289.75,288.7999878,15.40002441,No,8000,304.2000122,289.75,-14.45001221,-5
,,,,,86400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PARIN.NS,0P0001EON4,22000",,1540784700,19800000,,,,,,,,,,,,,,,,,,,,,PARIN.NS,249.3500061,0,249.3500061,254.4499969,249.4499969,249.5,252.8000031,248.3500061,1.149993896,No,8000,249.5,252.8000031,3.300003052,-0.050003052
,,,,,86400,2,333.1,349.75,349.75,349.75,333.1,349.75,349.75,349.75,,,-3.136,50.25144,,5393,5393,3576,2419,2419,,,4339138560,59.1,349.75,2.7225711,266.5146,223.3109,1577347712,0.01811,710172,12341600,0.50206,,12406400,-16.792,,1711843200,1743379200,1711843200,-0.199,28857000,6.96,,,,0.99,14.521,3.7928057,0.17829525,,,S & S POWER SWITCH,S&S Power Switchgear Limited,1585539900,19800000,349.75,,,,,,none,,93945000,29.149,108628000,586739008,1593764992,,384.399,0.019,-0.071,0.34465,0.06816,0.05307,S&SPOWER.NS,340.0499878,349.75,340.0499878,349.75,344.75,349.75,349.75,339.0499878,10.70001221,No,5393,349.75,349.75,0,-5
